4.58E+17,,#2: Iowa - Dark Sheet Set: Iowa - Dark Sheet Set by College Covers Buy new:   $59.40 - $88.20 (Visit the Best ... http://t.co/RLTHpoJ1tN,2215315370,Field4.58E+17,,S/O to my #9Club eternaleminence and the rest of Iota Omicron up at the College of Charleston! Went http://t.co/2w5rIO3ADH,165311120,"Kansas City, MOSt.Louis, MO"4.58E+17,,RT @JucoReport: Torian Graham (6'4 SG) of Chipola is heading to Houston next season.  See what Cougars are getting on #JucoReportTV http://,2195169859,4.58E+17,,RT @TheHangingWire: Need to raise your #GPA? Take these college courses for an easy A+.  http://t.co/ccU7b12m4l,629188932,Mau nya?4.58E+17,,"""@GeorginaaDiaaz: ""Miss Pampa y Hambre University""""JAJAJAJAJAJAJAJAJAJAJAJAJAJAJA TE AMOOOOO!!!!",1301380927,Crdoba4.58E+17,,Sana maka graduate ka sa move on university hahahaha -Jannezza,2354330533,Manila4.58E+17,"[101.75820648, 3.20465478]","I'm at Consist College (Ampang, Federal Territory of Kuala Lum) w/ 4 others http://t.co/fqxN0MC4lm",334655882,Malaysia4.58E+17,,RT @Amazinglllusion: College Student Dies From Marijuana Overdose  =&gt; http://t.co/oTJjvAQSmL http://t.co/yJuRUZHEt2,177134089,4.58E+17,,This is why I can't wait to graduate and move out. I'm moving three hours away for college hell yeah,2450057449,4.58E+17,,"@traincounsellor 18th - 20th June; The 6th International Peer Support Symposiumhttp://t.co/X14pKXIIBj",234034576,"Buhera, Manicaland"4.58E+17,,"RT @CoIlegefessions: ""There's no greater turn off than when you go down on a guy to find out he doesn't shave."" - University of Mount Union",511025363,4.58E+17,,@serenaschey_: Wishing I could rewind time back to the start of college  @_shelbyyskye,1720802330,4.58E+17,,RT @JordanJunkies: RT if you'd cop these University Blue 12's http://t.co/9gPS4djnC9,1658694524,4.58E+17,,One reason why I love university is because the people there are mature and don't cause drama. We just do our thing.,277647331,"Dalhousie AC, Canada"4.58E+17,,RT @oksoonernurse: @MaloriAnnM @GCFada Loved church today with my beautiful sweet college girl. Amazing message.,382707870,Ada Oklahoma4.58E+17,,RT @RelateVisions: not really feeling this whole school college work till i die thing,597653555,Trinidad and Tobago 4.58E+17,,"RT @tajinderbagga: Join Team Modi-Fying India #NaMo4PM Campaign tomorrow 9 am at Banaras Hindu University Gate, , varanasi",1582447969,India4.58E+17,,"I'd rather see it 100% ""abolished"". RT @UniteWomenOrgOH: Electoral College is 61% of the Way to Being Fixed.http://t.co/3s7ozpUOdG",295426007,"Greater Cleveland, OH USA"4.58E+17,,"RT @LouisFarrakhan: At 2pm CST, I will be speaking at Chicago State University at the IBW Reparations Forum. Click here to watch live http:",2214961656,Planet Earth4.58E+17,,@_amandapleaasee @dannykrasich all brains. She doesn't need to rely on her athleticism to take her to college.......,748995390,4.58E+17,,@voxstefani Small world. I graduated college in 2008 and have been in Chicago (TEDS and Wheaton) ever since.,14605743,"Wheaton, IL"4.58E+17,,going to hometown church in college: get asked what grade i'm in in high school. forever looking younger than i am. #nope,732011665,"yoop, mi"4.58E+17,,RT @SickestShoes: University Blue Foamposites http://t.co/ORaYBSJkVE,300043871,Connecticut4.58E+17,,@goodnessaidan Want to hear the worst pickup line in the world? I overheard this in action once in college.,15745908,"Saint Paul, MN"4.58E+17,,"RT @CoIlegefessions: ""First I lost my shoes, then I lost my dignity. I'm now taking donations of plan b and flip flops"" - St. Mary's Colleg",991739402,"Philadelphia, Pennsylvania"4.58E+17,,RT @UGA_GaDaze: Retweet if Georgia Daze impacted your decision to attend The University of Georgia. #10YearsofBlackExcellence!,380008890,City that adopted us 4.58E+17,,"RT @ncsa: 10 Questions to Expect From a College Coach now that April 15th is here Learn here: http://t.co/vwrrQ3TFkH http://t.co/sIcEiF0",1949480754,"Camp Hill, PA"4.58E+17,"[-85.96467825, 39.99069759]","I think I'm allergic to talking about college, I almost go into anaphylactic shock.",496058241,4.58E+17,,Quick Fitness Tips for the College Co-Ed http://t.co/6jpV69tofc via @collegelifestyl,252380851,4.58E+17,,College drop-out into math genius after #brain #injury #Psychologist DrG http://t.co/kmJPdIPaX4,604289329,Beverly Hills & Laguna Beach 4.58E+17,,RT @StevoVito: I wish I could just fast forward to summer and and college.,820481701,4.58E+17,,RT @WOWFakta: Musik klasik dapat meningkatkan kemampuan bahasa seseorang. [Penelitian Ohio State University],1584788256,Didepan rumah tetanggaDivider,,,,458647479013998592,"[-118.16415106, 34.18565762]",Some real throwback shit right here #halodays #nineyearsago http://t.co/esGP7YLbdG,473211868,
458647483892400128,,spikes and kilo along with the sack master 2000 d line  #boom @buffalobills @BrandonSpikes51 #BillsMafia,89459185,Buffalo/Cleveland
458647484374327296,"[-82.4503249, 42.9718329]",She was my bestfriend first,490973091,
458647484148244480,"[-74.31542603, 40.39766573]",Ill change,234963839,"Old Bridge, NJ"
458647484370149376,"[-91.52440349, 41.66240692]",@mochiefff @Brrrit_Taylor @MaggieRediske next time for sure!,848264641,
458647482965049344,,"RT @College_Experts: ""I can accept failure, but I can't accept not trying."" - Michael Jordan #highschool #college RT @getschooled:",1897475402,
458647484462817280,"[-84.43599672, 33.63835801]","@ExploringCoffee - thx! As the only World Certified HJ in the U.S. Juggling judging duties between barista, brewers and latte art!",225549078,"Carrboro, NC, USA"
458647484537913344,"[-121.30768189, 38.03405575]",@_AntwonKeosay its okay to be half black and viet. Its okay Antwon its okay.,951959604,
458647484500541440,"[-74.36422772, 40.50579627]","@JimmyByrnes95 in other words , no one cares about the loser",167506017,"Monroe,Spotswood,Newark"
458647485196427264,"[-97.4690718, 35.6567224]",One more class ugh I'm sleepy,408840827,oklahoma city
458647485108350976,"[-80.7025542, 41.1590267]",Hope everyone has a great naked week :),823071048,girard ohio
458647484328595458,,"RT @SassyGlrls: if I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, and a ",138532691,IG: divamentality
458647484814725120,"[-73.96179188, 40.65966707]",to the dreamers Michigan's #AffirmativeAction Ban Upheld by The Supreme... http://t.co/4scgNThxrg #AffirmativeAction #followusandgrow,342870763,The Dream City
458647484852895744,"[-81.30333306, 29.03860289]",Wait wut?,317323187,Florida/Virginia
458647485087358976,,RT @8_Semesters: Summary of my college career https://t.co/6LrQvdpDLQ,481520175,
458647485691355136,"[-108.2087758, 36.7389314]",@__monikkaa get me one too,514901080,"Shiprock,NM"
458647485502615552,"[-75.14229393, 39.990629]","I been yawning all fuckin morning , WASSUP ",2392036025,
458647485959790592,"[-96.38917944, 30.16723988]","Sadly, my parents said after I graduate in May I'll have to pay for any further school unless it's my Masters :(",2371431103,"Washington, Tx"
458647485716914176,"[-79.3784415, 36.5937613]",@_SheKnwHw2DOIT lol you kno it i. Was just was ready to tweet that,300679473,Da Ville 
458647485703913472,"[-122.84171845, 45.53693494]",@jhassler80: @adamblazers @trailblazers @NBA Because half the country is asleep when he's coaching here in the west. Bingo,211767062,"Portland, OR"
458647486198857728,,"@amess Yeah, but how do you stop that? From a legal perspective that would be difficult to enforce, right?",15823784,"San Francisco, CA"
458647486593134592,"[-117.6672246, 35.5680301]",Go follow my newest pretty @Ciara_Fizza #shoutout #causeyourpretty #dontgetcraxxxxxxy,271805060,
458647484315619329,,RT @8_Semesters: Summary of my college career https://t.co/6LrQvdpDLQ,858732841,
458647486941249536,,"BLACK IN THE DAY: SCHOOL DAZE: Negative or not, Mission Colleges issues were not just college issues, but race... http://t.co/a5CKggC4mJ",90297234,"Boston, of course"
458647486953820160,"[-88.97801885, 40.14583967]",@WorldStarBests: When you open a convo you we're avoiding http://t.co/eg82O8MC0g @sborden1404,632277908,"Kenney , IL"
458647487041896448,"[-83.00259541, 39.95242802]",@maimaiswagg: I don't ask for much in a relationship. I just want honest and real,57436780,
458647486492852225,,"RT @CoIlegefessions: ""I get more pleasure out of making her finish first than I do when I finish. #theyalwayscomeback"" - Fairfield Universi",1876043454,Florida
458647486689968128,"[-75.27701374, 39.89545144]",@melissarubeo @nickcarter so true. Nick carter I love you,259548264,Philadelphia
458647487147180033,"[-98.0670941, 26.19544661]",People just hate cause they can't relate ,56620130,"Donna, TX"
458647487323324417,,"RT @____skyee: This college blowing me , she keep talking &amp; shit",2206752310,
458647487561990144,"[-97.06373451, 32.95229619]",Excited to become a certified military residential specialist #marines #airforce #navy #army #coast guard @louise thaxton,27951605,"Kennedale, Texas"
458647487889174528,"[-116.946758, 47.7226706]",Get a free zija fitpack!!! http://t.co/CYk74pNp2q,100132792,"Hayden, Idaho"
458647487965052928,"[-71.12120284, 41.72162041]",@narcdognick HIGH! YA ALL HIGH OFFA WEEEEED!,361078124,Pawnee
458647488225103872,,I despise community college. Thank god that part of my life is almost over!,293242297,Earth
458647488212516864,"[-73.63199353, 45.46207236]","@meganamram: I am V. OVERJOYED to announce the COVER and PREORDER of my upcoming BOOK ""SCIENCE...FOR HER!"": http://t.co/s1TNSTxDa9 HAHAHA",1863613416,NDG MTL
458647488132833280,"[-80.7996215, 35.016196]","@LisaMaria814 @TODAYshow: Bulldog beauty pageant features tiaras, tutus and slobber http://t.co/5YTXacPdWE http://t.co/PtNrimxCfQ""",28784850,
458647487835017216,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",1142292043,
458647488220516353,"[-81.78533181, 41.48579343]",Seriously who's got Catching Fire i'll give it back after school,847529006,
458647488291803137,"[-97.69542059, 26.22615667]",@LyssaKing21 hook it up! lol,70618372,"Harlingen,TX "
458647487776296960,"[-75.16403503, 39.97668339]",My bday Friday I'm not drinking or doing anything I'm gone be in the house,292594789,Philadelphia
458647488539656192,"[112.746689, -7.25857]",Nick Saban of #Alabama #Crimson Tide says #college #players #deserve say in future http://t.co/PgvI0w4NGO http://t.co/1zEuWA0Cfw,1488476634,
458647489130688513,"[-77.36128053, 35.60659724]",@TadThaDon maybe not on your mentions but on mine it was. ,511358082,"Greenville, NC"
458647488808108033,"[-84.54463443, 38.9245358]",@Joshcraddock1 no I wouldn't,1452857874,
458647488933937152,"[-80.40407793, 25.76799024]",cause i love them #sleepover #ghetty @ Santanas House http://t.co/bO0faZThxH,520017304,
458647489642385408,"[-98.4910644, 29.34627038]","Day off, what up.",281939344,"#CharlesAve, SA Texas. "
458647489587859456,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",399115856,Eagle Mountain Utah 
458647489281683456,"[-88.0594823, 41.5444846]",When mfs try to play me !  http://t.co/ggXh9PU8zB,964740643,
458647489663348736,"[-96.86849854, 32.58128889]",Sometimes I just want somebody to hold,262425459,"Dallas, Tx "
458647489500151808,"[-80.84687809, 41.26094569]",not getting twisted ,304658033,330  404 
458647490083168256,"[-105.11697292, 39.71055417]","I'm at Black Voodoo Tattoo Parlour - @blackvoodootat2 (lakewood, CO) http://t.co/YFZEjZejLI",210882288,denver co
458647489827315712,,RT @8_Semesters: Summary of my college career https://t.co/6LrQvdpDLQ,802330705,
458647490187649024,"[-96.83267207, 32.47100044]",Otc anybody attack me with twitter beef I am just going to laugh at you ,2337955364,
458647490120908800,,@UpDesk Thx 4 the follow Kamron! I made a short intro video for you: http://t.co/SOkjpHv5Cu  #success #obsessed #carguy #10X,2386791300,"Gulfport, Mississippi"
458647490418323456,"[-96.86946508, 32.57993887]",Who you talking about Ashley,283599914,
458647490506403840,,Blacks in #Detroit Claim Racism After Being Rejected from #University http://t.co/yex9bOSN8r,1947641438,
458647490225790976,"[-83.278408, 42.6346712]","crab legs, salmon,  steak,  and shrimp Mmm",262372740,with doma & baby k
458647490259345409,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",850871371,"Cork , Ireland. "
458647489844113408,"[-122.26951801, 37.870158]",Countdown for graduation. 31 days (@ Berkeley City College) http://t.co/ZCtcBEurK4,72454365, In God's hands 
458647490565132289,"[-96.90128648, 32.78060542]",@Katia_Delgado for how much ?,524988734,
458647489563066368,,@gunzrunner262 afternoon. Hows your wife ?,110588232,virginia usa
458647490913263616,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",1532696592,
458647490641014784,,RT @xhannahjean: is there still time to decide to not go to college and travel the world instead?,367949349,
458647490607452160,"[-77.36893111, 37.52403967]",@lexsmontgomery I need to ,536806741,shortstop
458647491156905987,"[-95.26884669, 38.61415579]",Boy you know I'm ready to be home for the summer! ,894620324,Triple D 
458647491161108481,"[-77.09000379, 38.93651275]",Starbucks on American University campus. Ari squealed.,195430065,
458647491135946752,"[-79.28133798, 43.15996153]",@LigajMeaghan That horrible feeling... http://t.co/9XAzJZ8mBm,554788662,
458647490703921152,"[-73.67805428, 41.42582722]","I'm at Putnam County Court (Carmel, NY) http://t.co/66CKu7eSEb",64857296,"Carmel, NY"
458647490800394240,"[-76.2075682, 36.2820963]",iion even Care nomore ! ,588300528,
458647491333062656,"[-71.0223575, 42.0727335]",Fat hairy thot,1665212294,"Boston, Ma"
458647491123355648,"[-73.36515436, 40.69811339]",I really do hate everyone in this fucking school,397550435,
458647491508854784,,All I want to do is see my husband @eastoncorbin at @Calffry!!! That's it I'm done studying. Who needs college right!? Right!? #TwoSteppin,522637756,
458647491726946304,,2014 College Scholarship Applications http://t.co/TzGBfcuR7v http://t.co/cVtJDku8fO,518646771,"Des Moines, IA"
458647491127164928,"[-84.85708043, 38.20370195]",Follow my partna @260_souljah http://t.co/uTTXN93VQM,159693587,Somewhere I Aint Suppose To Be
458647492960088064,"[-90.04232408, 43.80565327]",I can already tell I'm not gonna like that bitch lmao.,590482506,"Mauston, WI"
458647492549427200,,RT @MaggieSeverns: Supreme Court upholds the constitutionality of Michigan's affirmative action ban. The story: http://t.co/1jtXDbVMIc,453499347,"Mayodan, NC"
458647492989431808,"[-96.79599083, 32.7672423]",Lol. You're one lucky man @iKingtero  it's #nationalsendyourmannudesday,82642052,"Dallas, TX"
458647493090091008,"[-118.14001763, 33.84387477]",My beautiful Mother was born on this date ,2176606608,Ca
458647492691652610,"[-92.32846969, 42.4300036]",@SephoraThompson But for real where are you? I'm leaving class and bored,402289518,
458647492339314688,"[-87.4734132, 33.2145859]",They Aint Gone Do Nun But Call Da Folks,609345243,CHASiNG GWOP
458647493132443649,"[-77.41181365, 38.4688604]","@TheRealCnol definitely just saw you at Panera with your ""its CNol""
License plate ",209258620,
458647492432003073,"[-92.9740777, 43.6712269]","This girl they call Tennessee "" I feel like i have a key to my mind and i can just turn it"" permanent acid? i think so",1074019890,"Austin,Mn"
458647491328884736,,RT @8_Semesters: Summary of my college career https://t.co/6LrQvdpDLQ,542841244,
458647492905553920,"[-86.0926525, 42.82339504]","Allergies are so awful today. My eyes are swollen and watery, cheeks hurt, and can't stop sneezing or blowing my nose :( #miseryyyy",392225231,
458647493337550848,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",440222897,
458647493610192896,"[-93.3547979, 45.15084764]","@stephaniesayee who are you, my husband? And I did text you back fool",154721003,Minneasota...sadly
458647493216305152,"[-84.768747, 43.839833]","I'm at Ponderosa Steakhouse (Clare, MI) w/ 2 others http://t.co/yFelKvwKiO",1216569061,"Ottawa Lake, MI "
458647493342142464,,@RealAdultPerson @DaVetTurf bobby barke what a stupid dog name. not like barky clarke,15695168,"State College, PA"
458647493480579073,"[-93.34381542, 45.15075614]",Yesterday's gone we gotta keep moving on,1411187154,
458647492830441472,"[-78.0663233, 35.335385]",@WorldStarFunny This already happened stop stealing people stuff,621508272,
458647493853454336,,"@SchadenBuggy Multiple people working on it, all ready to pick up each others' slack.",706333,"Seattle, WA"
458647493769580545,,RT @8_Semesters: Summary of my college career https://t.co/6LrQvdpDLQ,57200170,Tennessee
458647493698670593,"[-97.74925825, 30.36206795]",Happy Birthday to my roomie!!  Let's get weird tonight teamcalahan #myniggamynigga #myMFnigga http://t.co/hA0aH6JMg0,606377002,"San Marcos, Tx "
458647494168424448,"[-85.93976713, 31.77980851]",I have a severe case of tonsillitis 1 day before Corey smith and 3 days before formal ,296972118,
458647494147440640,"[-71.01016156, 42.39304779]",Painted my Toe nails again ,977718055,VENUS 
458647495195631617,"[-85.35689861, 34.97767437]","@ride_it_out @harperography Lord save those horrible children, let's pray for them tonight from our beds...oh wait we snuck out ",266180887,East Co girl in Southern world
458647495313489920,"[-122.13581396, 37.41995025]","Friendly, great customer service But 10 minutes late on a catering order! (at @CornerBakery Cafe) http://t.co/Z7jl6Q5Fho",42330831,N 3910' 0'' / W 9412' 0''
458647494738460672,"[-94.8121257, 35.45392544]","@emileegourd @bvttz @tyleristhrowed @AlecDowning Tickets at the front gate are 20$ - we could all fit in ems car, gas wouldn't be too bad",392838009,
458647495149903872,"[-79.95209754, 40.4822989]",Who wants fresh nettles? @DishOsteria justinseverino @Spoonpgh @RestaurantECHO e2pgh @saltpgh @Chad687 http://t.co/s73toZbzCW,178914796,"5308 Butler St, PGH, PA 15201"
458647495585697792,"[-122.248158, 47.8207178]",@LeapintoLight @rosevine3 Just smudging &amp;/or prayers for our dear earth. Noon wherever you live.,247130062,WA
458647495950598144,"[-87.8668269, 41.9417893]","""I like didn't even know people lived in France"" - Magnolia",878863897,
458647495888105472,"[-72.6710309, 41.7341186]",@FeliciaVagabond YES! It's a date ,33020236,IG: SAEKORABBIT
458647496248414208,,"RT @thefemaleboook: If I had a dollar for every time someone spelled my name wrong, I could pay for college, semester abroad, a new car, an",328326857,in a land far far away 
458647496084832257,"[-89.58931398, 43.10980525]","@aHappyPace I can drive to pheasant branch which is pretty flat, but nope, going straight from here- HILLS.",212699645,"Middleton, WI"
458647496139358209,"[-84.77386075, 43.58553799]","@Ashlea_Phenicie @dudehellno have no idea what they are doing. Try to fine you for bs that doesn't matter, never fix any of the issues, etc",562404447,CMU
458647496370421760,"[-87.63109178, 41.8894707]",Or a Tuesday! #@AGROGAN88: Nothing turns a Monday around like french fries from @theepicburger. Nothing!,17948694,Chicago
458647496387227648,"[-73.35492424, 40.68392299]",@Justinstarkkkkk: @flotashaa miss your ID   lmfao come back cant wait for monday,341030780,
458647496701403136,"[-101.38406251, 35.35164553]",I am always making awkward eye contact with stormy in the halls  @Stormy_Wood,383564603,806
458647496324284416,"[-82.0200457, 26.9221105]",@IqFleurs and actually the followers of the Hindu faith are split on whether or not homosexuality should be allowed.,499353013,Rotonda West Florida
458647496563359744,,"RT @vpostrel: 4 questions you should ask on college tours, my latest @BV, with help from @TheFIREorg http://t.co/3KvdKJAFGM",208088459,Philadelphia
458647496802070528,"[-82.4525891, 27.953151]",My people need to wake up we living in the last days knowledge is power!!!,1011425988,
458647496479490048,"[-73.15857874, 44.47014248]",what's wrong with me,60424984,
458647496659443712,"[-96.1739437, 29.7619956]","RT  ""@tumbIrpost: One day with someone... Who likes to travel  http://t.co/K9r7tYKC9E""",103330983,
